0.13852;0.13113999999999998;0.13316;0.12941999999999998;0.11779;0.1134;0.12103;0.15138;0.20085;0.15994;0.20824;0.18562;0.15894;0.15556;0.10914;0.11263;0.11084000000000001;0.13723;0.22376;0.27419;0.29394;0.28502;0.19041;0.17682;
0.13263999999999998;0.13719;0.1377;0.12879;0.12803;0.12174;0.13726;0.15591;0.20686000000000002;0.17749;0.20124;0.19788;0.19419999999999998;0.18456999999999998;0.12140000000000001;0.12248;0.13049000000000002;0.14254;0.21459;0.22806;0.22824;0.2097;0.15434;0.14778;
0.1013;0.08195999999999999;0.08548;0.06259;0.05275;0.07975;0.10391;0.12093000000000001;0.15859;0.14501;0.16751;0.16138999999999998;0.15412;0.14407;0.08672;0.07611;0.07418000000000001;0.11639000000000001;0.1958;0.24095;0.25118;0.25638;0.18109;0.17291;
0.13307;0.13566999999999999;0.13384000000000001;0.13005;0.1383;0.13456;0.13767;0.16216;0.20768999999999999;0.17956999999999998;0.2083;0.18091;0.16113;0.15925999999999998;0.09975;0.09937;0.11033;0.13578;0.21036000000000002;0.25309;0.26195999999999997;0.26276;0.17958000000000002;0.17814;
0.13828000000000001;0.13261;0.13329;0.13407;0.13133;0.12844999999999998;0.13466;0.14762;0.15668;0.13543;0.09636;0.07684999999999999;0.032049999999999995;0.029769999999999998;0.02993;0.030510000000000002;0.030920000000000003;0.03279;0.08708;0.13277;0.14081;0.12862;0.12622;0.11562;
0.10714;0.08938;0.08506999999999999;0.07077;0.06588;0.06554;0.0704;0.07054;0.06988;0.07473;0.052450000000000004;0.04333;0.04228;0.04219;0.042159999999999996;0.04305;0.04353;0.04678;0.07199;0.1163;0.13257;0.14162;0.11889;0.11159000000000001;
0.11655;0.09656;0.09182;0.08403000000000001;0.07892;0.07872;0.09968;0.13069;0.18366;0.16608;0.18438;0.17472;0.16038;0.14321;0.09125;0.09051000000000001;0.09523000000000001;0.12054999999999999;0.19019;0.19552;0.20565;0.18681;0.13895;0.13456;
0.08154;0.07324;0.06909;0.05559;0.05331;0.07093;0.0895;0.10257;0.16022;0.12253;0.15125999999999998;0.12035;0.11999;0.11723;0.06712;0.06779;0.0688;0.0825;0.18508000000000002;0.21713;0.22262;0.21600999999999998;0.12626;0.11281000000000001;
0.07411;0.06445999999999999;0.06470000000000001;0.06439;0.06453;0.06624;0.07045;0.09198;0.14378;0.13281;0.1663;0.16025;0.15219;0.14481;0.07923000000000001;0.07678;0.07726999999999999;0.08736;0.15977000000000002;0.16994;0.18886;0.17483;0.12494;0.12131;
0.07551000000000001;0.07644;0.07759999999999999;0.07755;0.08299;0.0937;0.10779999999999999;0.12830000000000003;0.17574;0.15813;0.18146;0.14724;0.14565999999999998;0.14579;0.09695999999999999;0.09841;0.11723;0.13659000000000002;0.21353;0.24764;0.30683;0.30046;0.19052000000000002;0.17746;
0.14690999999999999;0.1358;0.12962;0.12539;0.12101;0.11661;0.13586;0.1792;0.22621;0.16888999999999998;0.1992;0.18837;0.17638;0.16313;0.11907999999999999;0.12574;0.13029;0.13213;0.19125;0.21175;0.21913;0.19978;0.14288;0.14562999999999998;
0.10624;0.09691;0.08873;0.07758;0.07768000000000001;0.08191;0.10062;0.10072;0.10197;0.10834999999999999;0.11045;0.11625;0.11079;0.10936;0.10598;0.09208;0.09286;0.11291;0.12489;0.13343;0.16422;0.15937;0.14740999999999999;0.1341;
0.12184;0.11697;0.11198999999999999;0.11379;0.11068;0.11633;0.1141;0.12340999999999999;0.11359999999999999;0.10621;0.08087000000000001;0.05;0.04292;0.03736;0.037630000000000004;0.03865;0.0476;0.07906;0.11442000000000001;0.146;0.16476;0.17142;0.14944;0.14055;
